project,Buginducing,Date,Modifiedfiles,LOC,TotalFixing,Bugfixing,FixingFiles,Tag,commitmessage
QuEST-Kit/QuEST,f378586ea5e2f14b4b607f39d771656c3a61d7fd,2017-03-28T15:17:58Z,"{'QUEST/qubits.c': 14, 'QUEST/qubits.h': 2, 'QUEST/qubits_mpi.h': 2, 'timingDemo.c': 2}",20,1,{'d3d8051184e5398de196c54a126d0ff1cfd51159'},{'examples/basicTemplate.c'},TRUE,
shinmorino/sqaod,dd03f619f4d4e8153416c1c664e6ecb62f397243,2018-01-22T13:33:32Z,{'libsqaod/cuda/DeviceMemoryStore.cpp': 17},17,1,{'f7090c571063282059d57837af6c9a118c56c5e4'},{'sqaodc/cuda/DeviceMemoryStore.cpp'},TRUE,
ValeevGroup/mpqc,00574000845682362b44c04765e06ab3b61aa106,1993-12-30T13:11:07Z,"{'mpqc/src/lib/util/state/Makefile': 5, 'mpqc/src/lib/util/state/qc_xdr.h': 141, 'mpqc/src/lib/util/state/qc_xdr_i.cc': 6, 'mpqc/src/lib/util/state/qc_xdr_i.h': 145, 'mpqc/src/lib/util/state/state.cc': 27, 'mpqc/src/lib/util/state/state.h': 58, 'mpqc/src/lib/util/state/state_file.cc': 27, 'mpqc/src/lib/util/state/state_text.cc': 24, 'mpqc/src/lib/util/state/state_xdr.cc': 10, 'mpqc/src/lib/util/state/statei.h': 3}",446,4,"{'b07e5464f8b5fb181b7432d35942ed5039e81b0a', '6d0e4eaa35f13d976e71d335fd7590231b54850a', '8345aeb78b9a6758d47cecf1b8f5efc8419919af', '34afb07b2915bb0e4422832b1407696028a632b8'}","{'mpqc/src/lib/util/state/state.cc', 'mpqc/src/lib/util/state/state.h', 'mpqc/src/lib/util/state/qc_xdr_i.h'}",TRUE,
qutip/qutip,28c1595d9a036b2b0de06d8e72e1861abe8ae6a5,2012-05-25T11:57:03Z,{'qutip/Qobj.py': 8},8,2,"{'5174d87575906747d89a576a65d00289a22ee38b', '6f60e73176463d8cbbb5ae2312c354b6712e0f1a'}",{'qutip/qobj.py'},TRUE,
Qiskit/qiskit-aqua,9a9806a3477b74acf9efe1bc8813f70cbe1bf796,2020-02-07T22:37:45Z,"{'qiskit/aqua/algorithms/adaptive/qaoa/qaoa.py': 2, 'qiskit/aqua/algorithms/adaptive/vqc/vqc.py': 239, 'qiskit/aqua/algorithms/adaptive/vqe/vqe.py': 2, 'qiskit/aqua/algorithms/many_sample/qsvm/qsvm.py': 45}",288,2,"{'f3b552dc932b838358651d229c0c53789f182015', 'cd9fd8a5536a76ead24b2fba26682211d93f2548'}",{'qiskit/aqua/algorithms/classifiers/vqc.py'},TRUE,
QMCPACK/qmcpack,976eb16d34e435e097bf29df63960343ddb24762,2008-05-05T17:30:57Z,"{'src/QMCDrivers/DMC/DMCNonLocalUpdate.cpp': 47, 'src/QMCDrivers/DMC/DMCPeta.cpp': 4, 'src/QMCDrivers/DMC/DMCUpdateAll.cpp': 23, 'src/QMCDrivers/DMC/DMCUpdatePbyP.cpp': 54}",128,4,"{'f5e654f8fc60d0339c2d37ba76cc311d8fce1860', 'eded4e9712ee83ed5a143307b5e14a9d502c7470', 'ddcb32149dd05a83fae64915f3f4d1453891e5a6', 'fcaa478fa5c09ee6b62054c7a3114713478e5e67'}","{'src/QMCDrivers/DMC/DMCUpdateAll.cpp', 'src/QMCDrivers/DMC/DMCNonLocalUpdate.cpp', 'src/QMCDrivers/DMC/DMCUpdatePbyP.cpp'}",TRUE,
m-labs/artiq,65e2ebf9600f28da0b3e3c5d7422ccf2b59134bb,2018-10-26T09:00:07Z,{'artiq/coredevice/ad9910.py': 49},49,1,{'b25ab1fc88c27401f7e137cb1ef3fc2ac318c0cb'},{'artiq/coredevice/ad9910.py'},TRUE,
cp2k/cp2k,95f4269aef6c65642ea896974b845cbdea32ef12,2005-07-21T17:00:26Z,{'src/ewald_pw_types.F': 5},5,2,"{'b766905e9da6bdd943b091b8b552776460a20fc5', 'b075cfc0fbb08bc3806e14e06ac2deb60b3a9335'}",{'src/ewald_pw_types.F'},TRUE,
arguelles/nuSQuIDS,8890bd86f01043fdf623d71b92b30f065466f34f,2015-04-21T15:25:30Z,"{'examples/atmospheric_example.cpp': 2, 'examples/atmospheric_example_read.cpp': 21, 'inc/nuSQUIDS.h': 16}",39,1,{'f97e96f400f4e537af0acfc23ef0eb171b242613'},{'inc/nuSQUIDS.h'},TRUE,
Qiskit/qiskit-aqua,5a2f7bc77c84747a70402e3075363266eb467c39,2019-04-12T07:49:18Z,{'qiskit/aqua/utils/mle_utils.py': 150},150,1,{'39b560ad38d841ad21dbf0311ede3a86c69695c4'},{'qiskit/aqua/algorithms/single_sample/amplitude_estimation/mle_utils.py'},TRUE,
orbkit/orbkit,e0c4d94fbfff7fdcad3babd847e2204c883fbe8a,2014-10-09T13:34:44Z,{'orbkit/multiple_files.py': 23},23,1,{'bdb4b79669b4805249a7b1ade4c962157284f2fc'},{'orbkit/read/multiple_files.py'},TRUE,
ValeevGroup/mpqc,08f7e52be03309952371231a64357e5b94d492ae,2015-11-16T16:57:11Z,"{'examples/CMakeLists.txt': 3, 'examples/simple_direct_scf.cpp': 4, 'integrals/direct_task_integrals.h': 48, 'integrals/direct_tile.h': 69, 'integrals/task_integrals_common.h': 15}",139,1,{'f34772201c4681502dff598e857997b3bd7cb990'},{'integrals/task_integrals_common.h'},TRUE,
pyscf/pyscf,d5187ff81ab2be1adb8720c7599b8e5c7a65bf2f,2018-04-26T05:35:38Z,"{'pyscf/cc/ccsd.py': 7, 'pyscf/cc/test/test_h2o.py': 14, 'pyscf/ci/cisd.py': 8, 'pyscf/ci/test/test_cisd.py': 9, 'pyscf/grad/casci.py': 8, 'pyscf/grad/casscf.py': 8, 'pyscf/grad/ccsd.py': 7, 'pyscf/grad/cisd.py': 8, 'pyscf/grad/mp2.py': 8, 'pyscf/grad/rhf.py': 7, 'pyscf/grad/tdrhf.py': 8, 'pyscf/grad/test/test_casci.py': 2, 'pyscf/grad/test/test_casscf.py': 5, 'pyscf/grad/test/test_ccsd.py': 3, 'pyscf/grad/test/test_cisd.py': 2, 'pyscf/grad/test/test_mp2.py': 3, 'pyscf/grad/test/test_rhf.py': 12, 'pyscf/grad/test/test_tdrhf_grad.py': 4, 'pyscf/gto/mole.py': 80, 'pyscf/mcscf/casci.py': 8, 'pyscf/mcscf/mc1step.py': 8, 'pyscf/mp/mp2.py': 7, 'pyscf/scf/hf.py': 7, 'pyscf/tdscf/rhf.py': 8}",241,1,{'4b024f76eef08b3c9d4bf91390362e8d9fecef47'},{'pyscf/gto/mole.py'},TRUE,
MolSSI/QCFractal,85293de5df112ed5236ef4d93b6b13b53e67a3c7,2018-06-08T15:09:28Z,"{'qcfractal/db_sockets/mongo_socket.py': 9, 'qcfractal/interface/schema/schema_getters.py': 17}",26,1,{'86697897ed423521129170c9951279d21b3aeb4b'},{'qcfractal/interface/schema/schema_getters.py'},TRUE,
qutip/qutip,f16213c4d051bffdbf7994fefb09a4e93d2a4ba7,2013-02-23T11:48:41Z,"{'benchmark/benchmark_data.js': 2, 'benchmark/benchmarks.html': 60, 'benchmark/matlab_benchmarks.csv': 2, 'benchmark/matlab_benchmarks.m': 238, 'benchmark/qutip_benchmarks.py': 5, 'benchmark/tests/__init__.py': 5, 'benchmark/tests/test_13.py': 67, 'benchmark/tests/test_14.py': 68, 'benchmark/tests/test_15.py': 68}",515,1,{'61ce8c52677ea40ec702ed4ed9bfec4d0b4b4b15'},{'benchmark/qutip_benchmarks.py'},TRUE,
hande-qmc/hande,847ab73900a937fb52a7ee54247cebc5aa9d03f3,2016-03-09T09:20:14Z,"{'src/annihilation.f90': 18, 'src/ccmc.F90': 5, 'src/core.f90': 2, 'src/ct_fciqmc.F90': 3, 'src/dmqmc.f90': 5, 'src/dmqmc_estimators.F90': 2, 'src/fci_lanczos.F90': 3, 'src/fci_lapack.F90': 3, 'src/fci_utils.F90': 5, 'src/fciqmc.f90': 6, 'src/fciqmc_data.f90': 4, 'src/hfs_fciqmc.f90': 3, 'src/lua_hande_calc.f90': 16, 'src/proc_pointers.f90': 4, 'src/qmc.F90': 18, 'src/qmc_common.F90': 9, 'src/qmc_data.f90': 83, 'src/reference_determinant.f90': 84, 'src/restart_hdf5.F90': 2, 'src/semi_stoch.F90': 5, 'src/simple_fciqmc.f90': 7, 'src/spawning.F90': 24}",311,1,{'68b0f870b672d077955c5e6d379f8b8100b1c571'},{'src/qmc.F90'},TRUE,
QE-Lab/OpenQL,5b3f2a7dbbbafdb88e6c0279a48b91ae929f7ae1,2020-02-18T21:43:45Z,{'src/scheduler.h': 35},35,1,{'f44977c14bc783c5c4fc2d487d2153f3d30ca4d3'},{'src/scheduler.h'},TRUE,
cp2k/cp2k,c8a24d59284a19da483288b767d9fe452a987a14,2004-03-11T12:55:07Z,{'src/atoms_input.F': 32},32,5,"{'80599ac3e1ddd00dab2c904e058d93731bdeee59', 'f97138bf4a6d40459b5ad5e6bfd23cf8b08fc5b0', 'd5cabf64f76b8104f2219facee30a4b1edc0794f', '3fdf5edca0f37e2a0d6e30df7ce1930dc94eb43e', '0dbdac3e6592d5b622a13922f400cee05479de1a'}",{'src/atoms_input.F'},FALSE,
cp2k/cp2k,3ba8f4ecf84405fc407ac904e3608d96a5e95f6e,2010-06-01T16:59:52Z,{'src/qs_dispersion_pairpot.F': 4},4,1,{'f467b9c21d05f4dac7e7b647ade2491f6e98ec35'},{'src/qs_dispersion_pairpot.F'},TRUE,
m-labs/artiq,33da27a749d521c65bd009883c6c9cfd11a10373,2016-03-17T17:41:49Z,"{'RELEASE_NOTES.rst': 10, 'artiq/gui/entries.py': 74, 'artiq/language/scan.py': 44}",128,2,"{'f183f87840cf4e024f335d1f45d35deb0f3b80bd', '765e3f0b5d168faa4fb8a114474774862b62bcce'}",{'artiq/gui/entries.py'},TRUE,
qucat/qucat,adcd97e077648d54c21cc5b0d8f65052facb01e8,2018-12-18T10:56:08Z,"{'all_in_one.py': 659, 'circuit_elements.py': 104, 'core.py': 1091, 'plotting_parameters.json': 8, 'rotations.py': 111}",1973,2,"{'e85b08a61103ac7aa2882b4e27335aff778ffca4', '6b1f891ec1c458e138e6af995af11eae6c91cff6'}",{'core_net.py'},TRUE,
cp2k/cp2k,859660ba8eb3aa943e7c3b41f770066381ac55cc,2014-11-12T14:55:58Z,"{'src/cp_dbcsr_operations.F': 87, 'src/dbcsr/arnoldi/dbcsr_arnoldi_data_manipulation__nametype1_.instantiation': 4, 'src/dbcsr/arnoldi/dbcsr_arnoldi_data_manipulation__nametype1_.template': 42, 'src/dbcsr/arnoldi/dbcsr_arnoldi_data_manipulation_c.f90': 42, 'src/dbcsr/arnoldi/dbcsr_arnoldi_data_manipulation_d.f90': 42, 'src/dbcsr/arnoldi/dbcsr_arnoldi_data_manipulation_s.f90': 42, 'src/dbcsr/arnoldi/dbcsr_arnoldi_data_manipulation_z.f90': 42, 'src/dbcsr/arnoldi/dbcsr_arnoldi_data_methods.F': 6, 'src/dbcsr/arnoldi/dbcsr_arnoldi_data_selection__nametype1_.instantiation': 4, 'src/dbcsr/arnoldi/dbcsr_arnoldi_data_selection__nametype1_.template': 19, 'src/dbcsr/arnoldi/dbcsr_arnoldi_data_selection_c.f90': 19, 'src/dbcsr/arnoldi/dbcsr_arnoldi_data_selection_d.f90': 19, 'src/dbcsr/arnoldi/dbcsr_arnoldi_data_selection_s.f90': 19, 'src/dbcsr/arnoldi/dbcsr_arnoldi_data_selection_z.f90': 19, 'src/dbcsr/arnoldi/dbcsr_arnoldi_methods_low__nametype1_.template': 11, 'src/dbcsr/arnoldi/dbcsr_arnoldi_methods_low_c.f90': 11, 'src/dbcsr/arnoldi/dbcsr_arnoldi_methods_low_d.f90': 11, 'src/dbcsr/arnoldi/dbcsr_arnoldi_methods_low_s.f90': 11, 'src/dbcsr/arnoldi/dbcsr_arnoldi_methods_low_z.f90': 11, 'src/input_cp2k_dft.F': 3, 'src/iterate_matrix.F': 15, 'src/preconditioner.F': 13, 'src/preconditioner_makes.F': 399, 'src/qs_scf.F': 7, 'tests/DFTB/regtest-scc/TEST_FILES_RESET': 6, 'tests/QS/regtest-dft-vdw-corr-1/TEST_FILES_RESET': 2, 'tests/QS/regtest-gpw-2-3/TEST_FILES_RESET': 16, 'tests/QS/regtest-gpw-8/TEST_FILES_RESET': 2, 'tests/QS/regtest-meta/TEST_FILES_RESET': 2, 'tests/QS/regtest-nmr-1/TEST_FILES_RESET': 4, 'tests/QS/regtest-nmr-4/TEST_FILES_RESET': 2, 'tests/QS/regtest-ot-refine-2/TEST_FILES_RESET': 5, 'tests/QS/regtest-ot-refine-3/TEST_FILES_RESET': 5, 'tests/QS/regtest-ot/TEST_FILES_RESET': 3, 'tests/QS/regtest-slab/TEST_FILES_RESET': 10, 'tests/QS/regtest-spin-spin-1/TEST_FILES_RESET': 2, 'tests/SE/regtest-2/TEST_FILES_RESET': 3, 'tests/SE/regtest-3-2/TEST_FILES_RESET': 10, 'tests/SE/regtest-3-3/TEST_FILES_RESET': 5, 'tests/SE/regtest-3-4/TEST_FILES_RESET': 9, 'tests/TAMC/regtest/TEST_FILES_RESET': 2}",986,5,"{'fbfeb0d56fabab995210cb4fc10db8f504b6395a', 'f22cda299a7a3f09ff9d1ba3c376621f03b28322', 'ee46055f1a77b4437449206f16b6104f8b1f7e04', '40b9ef4da969a4f00cd63e8af0a108180811e30a', '84739808cb1bfa39683b0972bc89234e08fda570'}","{'src/arnoldi/arnoldi_methods_low_d.f90', 'src/arnoldi/arnoldi_methods_low_c.f90', 'src/arnoldi/arnoldi_methods_low_s.f90', 'src/arnoldi/arnoldi_methods_low_z.f90', 'src/preconditioner.F', 'src/arnoldi/arnoldi_methods_low__nametype1_.template', 'src/dbcsr/arnoldi/dbcsr_arnoldi_data_methods.F', 'src/preconditioner_makes.F'}",FALSE,
Qiskit/qiskit-aqua,a9b75201875e67aa6972e6a5fbac5a717e0be060,2018-11-21T16:53:16Z,"{'qiskit_aqua/algorithms/adaptive/qaoa/qaoa.py': 2, 'qiskit_aqua/algorithms/adaptive/qsvm/qsvm_variational.py': 8, 'qiskit_aqua/algorithms/adaptive/vqe/vqe.py': 9, 'qiskit_aqua/algorithms/classical/exacteigensolver/exacteigensolver.py': 9, 'qiskit_aqua/algorithms/components/multiclass_extensions/allpairs.py': 4, 'qiskit_aqua/algorithms/components/multiclass_extensions/error_correcting_code.py': 4, 'qiskit_aqua/algorithms/components/multiclass_extensions/one_against_rest.py': 4, 'qiskit_aqua/operator.py': 4, 'qiskit_aqua/parser/jsonschema.py': 3, 'qiskit_aqua/utils/run_circuits.py': 10, 'test/test_qsvm_variational.py': 2}",59,1,{'3f86a4505ff361afe8196f17f0bb4b475942aeb8'},{'qiskit/aqua/algorithms/eigen_solvers/numpy_eigen_solver.py'},TRUE,
qutip/qutip,b6665e580204f3205fa3e5835ffb87b153a2ed94,2013-07-11T12:57:04Z,{'qutip/wigner.py': 4},4,1,{'748a02b901f0ec60f96ff1c53960fe99a410ab7d'},{'qutip/wigner.py'},TRUE,
Qiskit/qiskit-aqua,b8c244185c2b7d3978ef7381d43659ff7c7af59f,2018-11-29T22:22:04Z,"{'qiskit_aqua/__init__.py': 2, 'qiskit_aqua/_discover.py': 8, 'qiskit_aqua/_logging.py': 2, 'qiskit_aqua/algorithms/quantumalgorithm.py': 2, 'qiskit_aqua_cmd/__init__.py': 4, 'qiskit_aqua_cmd/_credentialspreferences.py': 0, 'qiskit_aqua_cmd/command_line.py': 2, 'qiskit_aqua_cmd/preferences.py': 58, 'qiskit_aqua_ui/browser/command_line.py': 2, 'qiskit_aqua_ui/run/_credentialsview.py': 4, 'qiskit_aqua_ui/run/_mainview.py': 2, 'qiskit_aqua_ui/run/_preferencesdialog.py': 4, 'qiskit_aqua_ui/run/command_line.py': 2, 'requirements.txt': 3, 'setup.py': 3}",98,1,{'afd35fde37a1172ec5d4011776467886f624bf27'},{'qiskit/aqua/_discover.py'},TRUE,
Qiskit/qiskit-terra,27df87038ea045b686e9c0ecaaddc0f99b62d561,2020-02-13T22:29:30Z,{'qiskit/pulse/channels.py': 63},63,3,"{'19d149a4d55f66295ba76cedc511db20510c35f8', '1687c30fd63344f1ea50cb7b1774e26928678b23', '81603cc65fc558c2f6b2535d29bd42d62bcc62ea'}",{'qiskit/pulse/channels.py'},TRUE,
hande-qmc/hande,279c280d8729b02a35268079360f291b918a8304,2014-11-04T10:41:11Z,"{'src/dmqmc.f90': 2, 'src/dmqmc_procedures.F90': 78, 'src/fciqmc_data.f90': 9, 'src/parse_input.F90': 3, 'src/qmc.F90': 4}",96,1,{'8064387a131e6974d499dd6a9d575bb0ab4f635c'},{'src/dmqmc_procedures.F90'},TRUE,
microsoft/qsharp-compiler,899cd8368237e91f88ca7b62725fd8427a2be82a,2020-06-20T04:02:31Z,"{'src/QsCompiler/CompilationManager/CompilationUnit.cs': 13, 'src/QsCompiler/CompilationManager/DiagnosticTools.cs': 4, 'src/QsCompiler/Compiler/PluginInterface.cs': 23, 'src/QsCompiler/Core/SymbolResolution.fs': 3, 'src/QsCompiler/Core/SyntaxGenerator.fs': 24, 'src/QsCompiler/DataStructures/SyntaxTree.fs': 3, 'src/QsCompiler/Tests.Compiler/TestCases/AttributeGeneration.qs': 21, 'src/QsCompiler/Tests.Compiler/Tests.Compiler.fsproj': 3, 'src/QsCompiler/Tests.Compiler/TransformationTests.fs': 94, 'src/QsCompiler/TextProcessor/QsFragmentParsing.fs': 4, 'src/QsCompiler/Transformations/Attributes.cs': 146}",338,7,"{'edc3d1557d62dc3cf1175caf6386e78aee91eb03', '21e5daf01efbfe3cec6204e697bbb909e26fbf41', '3d9c192adbcd4b157f587c4a55eac9bf90e55a95', '0fe402c68f79b63c54e8419c63085b4971a25922', '2d114c9f765c4c4cc2d419136110e7dea1433447', '6602eed1a1cac98038c36c8d57c57d6d4cad0417', '528354ad2958764de68416a8eb6524f805864a81'}","{'src/QsCompiler/Transformations/Attributes.cs', 'src/QsCompiler/CompilationManager/CompilationUnit.cs', 'src/QsCompiler/Compiler/PluginInterface.cs', 'src/QsCompiler/Tests.Compiler/TestCases/AttributeGeneration.qs', 'src/QsCompiler/Tests.Compiler/Tests.Compiler.fsproj', 'src/QsCompiler/Tests.Compiler/TransformationTests.fs', 'src/QsCompiler/Core/SyntaxGenerator.fs', 'src/QsCompiler/CompilationManager/DiagnosticTools.cs'}",FALSE,
cp2k/cp2k,776a71dfd302cf76c565cf921e61318db3899dd8,2003-03-31T13:26:36Z,"{'src/atomic_kind_types.F': 103, 'src/qs_parser.F': 49}",152,8,"{'b18c5d78fc37d29520694780222d79a7368f4fd9', '40a219e0aeab8c88d9ba2fb817caa9e36bb05b12', '9fcb33b2c5efba68c4bb616dd701c34bfdcd766e', '5dd26d50551b0fa43b65832cb2d7681660459cea', 'f97138bf4a6d40459b5ad5e6bfd23cf8b08fc5b0', 'b0261d56bca6b00b29c342e8ce4e4a008b10dd28', 'e21d1d0c00361ecd6adb2333a317ac955d6dc2c6', '90355255feafd1f58ed9a8fa286d92cafab84dc2'}","{'src/qs_parser.F', 'src/atomic_kind_types.F'}",FALSE,
qutip/qutip,e2041bf7028d9c8edcb63662116c913e9a5efbe4,2014-06-18T09:31:11Z,{'qutip/qip/circuit.py': 231},231,7,"{'5d45742bd2c1bcc50d170d362b465a0e71af633a', 'dd71efcd6446cdb36caf282115fa636197b9b897', 'c79950a75b8ea8e6c7f2ee6014709d904c387281', '17e3f627c75df4cba41af63f242dcbdd6267d6e3', 'c6d0c2c30b0e2f777252f9ed216fdcbdc901ea15', '7474a376754753e3ee31b67e771fa1e82f8542e4', '5b47f707b0fc8a709b8dd26efd5385d3cda05aa5'}",{'qutip/qip/circuit.py'},TRUE,
qutip/qutip,f365160d6d1bd69784836376929fe76c76aa357a,2014-03-31T05:30:48Z,{'qutip/qobj.py': 83},83,3,"{'1d485e6f1283ac52034b1d70ca20928f12144216', '2e185e7268a95638c5fa84cd4b3af2d1712d30a6', '6e783940ce0f41c2030ed1de86666c4edd262b78'}",{'qutip/qobj.py'},TRUE,
votca/xtp,d4268cac75616907ac2e97aafc0072c802b4d54e,2014-11-20T15:20:14Z,{'src/libctp/threecenters_dft.cc': 5},5,1,{'e1993cf6714664c61e7babcae5f63bcd5aff3556'},{'src/libctp/threecenters_dft.cc'},TRUE,
Qiskit/qiskit-terra,542ced314ca8cfc3aab20ebbf031b1ce8e3774b2,2019-09-17T14:42:21Z,"{'CHANGELOG.md': 5, 'qiskit/test/mock/__init__.py': 2, 'qiskit/test/mock/fake_backend.py': 2, 'qiskit/test/mock/fake_boeblingen.py': 15, 'qiskit/test/mock/fake_melbourne.py': 15, 'qiskit/test/mock/fake_ourense.py': 15, 'qiskit/test/mock/fake_poughkeepsie.py': 15, 'qiskit/test/mock/fake_provider.py': 4, 'qiskit/test/mock/fake_tenerife.py': 15, 'qiskit/test/mock/fake_tokyo.py': 15, 'qiskit/test/mock/fake_valencia.py': 49, 'qiskit/test/mock/fake_vigo.py': 49, 'qiskit/test/mock/fake_yorktown.py': 15, 'qiskit/test/mock/props_boeblingen.json': 1, 'qiskit/test/mock/props_melbourne.json': 1, 'qiskit/test/mock/props_ourense.json': 1, 'qiskit/test/mock/props_poughkeepsie.json': 1, 'qiskit/test/mock/props_tenerife.json': 1, 'qiskit/test/mock/props_tokyo.json': 1, 'qiskit/test/mock/props_yorktown.json': 1, 'releasenotes/notes/mock-backend-properties-a369bb6efdbae602.yaml': 9, 'test/python/transpiler/test_preset_passmanagers.py': 17}",249,9,"{'bf30f3551e0b163ebcb071a0d8186903703c5c8d', '51dfa28383c3f0a262db3b1cf14591844cd7a62e', '12bdac11610c3299221323ecae4358075776cbe5', 'ca5e1388eb4fb3761e36826d5899a9bd400202f7', 'bae322f0d6e4debffbffcf8595bdb69c8c9f6ab9', '998c232b00c56040a14af23999a07787c0090e5e', 'effad1228e0d9f24ea3343e0821054b74bd4e8ea', '63c0cb80ffcc93a68767f3dee9fc98495fa16a21', 'd7e469e33c212e8acf39308497bd312cfe792ca6'}","{'qiskit/test/mock/backends/melbourne/fake_melbourne.py', 'qiskit/test/mock/backends/poughkeepsie/fake_poughkeepsie.py', 'qiskit/test/mock/backends/tokyo/fake_tokyo.py', 'qiskit/test/mock/backends/ourense/props_ourense.json', 'test/python/transpiler/test_preset_passmanagers.py', 'releasenotes/notes/mock-backend-properties-a369bb6efdbae602.yaml', 'qiskit/test/mock/backends/yorktown/fake_yorktown.py', 'qiskit/test/mock/backends/yorktown/props_yorktown.json', 'qiskit/test/mock/backends/melbourne/props_melbourne.json', 'qiskit/test/mock/backends/ourense/fake_ourense.py', 'qiskit/test/mock/props_boeblingen.json', 'qiskit/test/mock/backends/tenerife/fake_tenerife.py', 'qiskit/test/mock/backends/boeblingen/fake_boeblingen.py', 'CHANGELOG.md', 'qiskit/test/mock/props_poughkeepsie.json'}",TRUE,
qubekit/QUBEKit,0f8121f5a5acdcea521cec66a444e0a32b05324b,2019-10-29T13:42:33Z,"{'QUBEKit/lennard_jones.py': 21, 'QUBEKit/ligand.py': 8, 'QUBEKit/parametrisation/base_parametrisation.py': 20, 'QUBEKit/parametrisation/xml.py': 12}",61,4,"{'a91ad2f800c162576d15b8ba0275fcce4f784266', 'f50aa2449237d46b055b18f5d3db1292896cc292', '0a3d4188a063ba89b666b011d9d24edec42c0394', '653a774dd227aec2debe2d313adb6ecef0e6d12d'}","{'QUBEKit/lennard_jones.py', 'QUBEKit/parametrisation/base_parametrisation.py'}",TRUE,
m-labs/artiq,5af4609053d210f81ee09ae798f94153aa8d1978,2018-03-09T18:06:47Z,{'artiq/firmware/libboard/sdram.rs': 14},14,1,{'6fb0cbfcd3dde90fdf525751e730dd43f756160e'},{'artiq/firmware/libboard/sdram.rs'},TRUE,
ValeevGroup/mpqc,6140472151521e096451291759f6a9393fb6077f,1996-06-22T00:50:02Z,"{'mpqc/src/lib/chemistry/qc/scf/clscf.cc': 101, 'mpqc/src/lib/chemistry/qc/scf/clscf.h': 8, 'mpqc/src/lib/chemistry/qc/scf/hsosscf.cc': 115, 'mpqc/src/lib/chemistry/qc/scf/hsosscf.h': 10, 'mpqc/src/lib/chemistry/qc/scf/scf.h': 12}",246,2,"{'5051a95711054a7b2dae6c63d14fa7be3f57dc11', '4dc13c008fde28d7611292fe6a5efbd56d840268'}","{'mpqc/src/lib/chemistry/qc/scf/clscf.cc', 'mpqc/src/lib/chemistry/qc/scf/hsosscf.cc'}",TRUE,
pyscf/pyscf,893558eb469561c69c805657515617fcaae1795d,2018-04-12T20:35:42Z,"{'CHANGELOG': 1, 'pyscf/dft/numint.py': 230, 'pyscf/dft/test/test_numint.py': 26, 'pyscf/grad/tdrks.py': 89, 'pyscf/grad/tduks.py': 484, 'pyscf/grad/test/test_tdrhf_grad.py': 66, 'pyscf/grad/test/test_tdrks_grad.py': 4, 'pyscf/grad/test/test_tduhf_grad.py': 68, 'pyscf/grad/test/test_tduks_grad.py': 98, 'pyscf/tdscf/uhf.py': 2, 'pyscf/tdscf/uks.py': 3}",1071,5,"{'09e9e53fa020f325b724f27a06c955cb91d0de18', 'f5b3ca6c114ecd8aca8ef06c573b8b1cb8520658', '1eb472cd2a29412a966f82cd83e4b4c6f5d00838', 'd94575c1b99177ef9f97fcc3c472b6f65d701017', '87cdf2085cb44855cc1c146f174034bda201b350'}","{'pyscf/grad/tduks.py', 'pyscf/dft/numint.py', 'pyscf/grad/test/test_tduks_grad.py', 'pyscf/dft/test/test_numint.py'}",FALSE,
hande-qmc/hande,dc84519b76b8ab45f3565d9baceae24861794cd3,2015-03-27T18:58:30Z,{'src/ccmc.F90': 9},9,1,{'789d0ad38f84597ed4794048952e6faabf5b60d5'},{'src/ccmc.F90'},TRUE,
QMCPACK/qmcpack,ca5bd1e181489397b6799a94867664efc5d7e846,2014-11-25T17:16:12Z,"{'nexus/library/generic.py': 42, 'nexus/library/pwscf_input.py': 222}",264,5,"{'7136674456c99d3c95c5439ff4101b65c9a355e2', '461c3a63e927d644d3012f0bbccc994738a267b9', '689de3b95b343e014e248cd53b91617b66dade98', '4c31e176ff55384f53ea0beb42a99a1cbd26684c', 'c4bc77f2a4a0eeb86b5185a344c947bc2bc7c1c4'}","{'nexus/library/pwscf_input.py', 'nexus/library/generic.py'}",FALSE,
QMCPACK/qmcpack,21bcc8ee6409c28c88103b3fdcbc78608f43c685,2008-12-04T17:09:42Z,"{'src/QMCWaveFunctions/Jastrow/JAABuilder.cpp': 42, 'src/QMCWaveFunctions/Jastrow/JAABuilder.h': 4, 'src/QMCWaveFunctions/Jastrow/McMillanJ2GFunctor.h': 198}",244,1,{'51b106571282b5e1c92c10aa47856b16100bd7bd'},{'src/QMCWaveFunctions/Jastrow/JAABuilder.cpp'},TRUE,
votca/xtp,b7356a0a52a568a7dfe5fcaa56bf8ea0032d3070,2018-06-22T13:46:31Z,"{'include/votca/xtp/dftengine.h': 4, 'src/libxtp/numerical_integration/numerical_integrations.cc': 3}",7,1,{'0b5e71e1d10aa15af2ad002b401cea7a6a3964d2'},{'include/votca/xtp/dftengine.h'},TRUE,
qutip/qutip,88851eaa1e82dc314a99ff0b00d5e8634ab6229e,2013-02-26T07:36:08Z,{'qutip/operators.py': 2},2,1,{'6a19041a5620308a2c4a0cdde992a53961ad0713'},{'qutip/operators.py'},TRUE,
